0.125 1.35284508907e-06 6.83178360324e-05 0.0 3.25118097166e-07 3.08985489879e-05 0.0 
0.375 2.74436635628e-06 0.000130831757085 0.0 3.67698870445e-07 2.61260688259e-05 0.0 
0.625 3.52739589474e-06 0.000209660125506 0.0 3.30555500405e-07 2.53381947368e-05 0.0 
0.875 4.04217786235e-06 0.000315454558704 0.0 3.34628463968e-07 2.63276469636e-05 0.0 
1.125 4.08053321862e-06 0.000439064097166 0.0 2.84971315385e-07 2.80307688259e-05 0.0 
1.375 4.14957169231e-06 0.000518546603239 0.0 2.69758207287e-07 2.79061263158e-05 0.0 
1.625 3.85965821457e-06 0.000577708303644 0.0 2.94328190283e-07 2.73886740891e-05 0.0 
1.875 3.43357509312e-06 0.000610016093117 0.0 2.53187304453e-07 2.49400842105e-05 0.0 
2.125 3.03752466397e-06 0.000616851647773 0.0 2.65984138866e-07 2.15122076923e-05 0.0 
2.375 2.95658772065e-06 0.000628310060729 0.0 2.63406288259e-07 1.86470866397e-05 0.0 
2.625 2.53984197166e-06 0.000595989259109 0.0 2.34763576559e-07 1.6774304251e-05 0.0 
2.875 2.38832072065e-06 0.000510036016194 0.0 2.70067147935e-07 1.39568280567e-05 0.0 
3.125 1.87075056275e-06 0.000405515878543 0.0 2.90991535223e-07 1.28900897571e-05 0.0 
3.375 1.72274108502e-06 0.00030648062753 0.0 2.4565140247e-07 1.1423335668e-05 0.0 
3.625 1.59933622267e-06 0.000222626384615 0.0 2.60145069231e-07 1.05926995951e-05 0.0 
3.875 1.46702477733e-06 0.000158997441296 0.0 2.81908315789e-07 9.60556862348e-06 0.0 
4.125 1.39371146154e-06 0.000103363016194 0.0 2.77806845749e-07 8.95769218623e-06 0.0 
4.375 1.10020897166e-06 6.4830517004e-05 0.0 2.71855000405e-07 8.21054635628e-06 0.0 
4.625 1.19275986761e-06 3.96373149798e-05 0.0 2.57293044939e-07 7.59232829555e-06 0.0 
4.875 9.53668678138e-07 2.63601558704e-05 0.0 2.59778489474e-07 6.89961072874e-06 0.0 
5.125 8.29375659514e-07 1.97017811336e-05 0.0 2.75299510121e-07 6.43903776923e-06 0.0 
5.375 7.24175716194e-07 1.6374740081e-05 0.0 2.40376653441e-07 6.12697478947e-06 0.0 
5.625 7.34890644939e-07 1.31676037247e-05 0.0 2.57270437652e-07 5.71742725506e-06 0.0 
5.875 6.86446939676e-07 1.07292940081e-05 0.0 2.45928776518e-07 5.15931577733e-06 0.0 
6.125 6.96052725506e-07 9.07181368421e-06 0.0 2.44409684211e-07 4.6275484251e-06 0.0 
6.375 6.27270276923e-07 8.48673582996e-06 0.0 2.25647035628e-07 4.79695741296e-06 0.0 
6.625 5.94891236032e-07 7.85698635628e-06 0.0 2.21049677328e-07 4.09658723077e-06 0.0 
6.875 5.88793148988e-07 7.39194870445e-06 0.0 2.03926721053e-07 3.54876239676e-06 0.0 
7.125 4.8573934332e-07 7.12433919028e-06 0.0 2.22418911741e-07 3.28932896761e-06 0.0 
7.375 4.86914067611e-07 6.32595198381e-06 0.0 2.05956437247e-07 3.16548868421e-06 0.0 
7.625 4.969605583e-07 6.30244866397e-06 0.0 2.02545192713e-07 3.03413075709e-06 0.0 
7.875 5.10719828745e-07 6.03521271255e-06 0.0 1.94046073279e-07 2.88563410121e-06 0.0 
8.125 4.41795628745e-07 6.00030502024e-06 0.0 1.79889418623e-07 2.58179269676e-06 0.0 
8.375 3.869661417e-07 5.79444036437e-06 0.0 1.8829667166e-07 2.27064768097e-06 0.0 
8.625 3.47029032794e-07 5.75818238866e-06 0.0 1.85377606478e-07 2.51022687449e-06 0.0 
8.875 3.73394836032e-07 5.31498202429e-06 0.0 1.70243396356e-07 2.08409975709e-06 0.0 
9.125 3.62427946559e-07 5.30395554656e-06 0.0 1.64183412551e-07 2.04763344008e-06 0.0 
9.375 3.20512883806e-07 5.16700995951e-06 0.0 1.65887388664e-07 1.82548673279e-06 0.0 
9.625 3.09691496356e-07 5.31346263158e-06 0.0 1.75700212551e-07 1.85465766356e-06 0.0 
9.875 2.89340883401e-07 4.98647129555e-06 0.0 1.79529698785e-07 1.62014399676e-06 0.0 
10.125 3.2527927085e-07 5.14410052632e-06 0.0 1.73218948988e-07 1.76417067733e-06 0.0 
10.375 2.50855078138e-07 5.10940753036e-06 0.0 2.07961606073e-07 1.81437348138e-06 0.0 
10.625 2.32066733198e-07 4.86293016194e-06 0.0 1.17193437247e-07 1.71065116073e-06 0.0 
10.875 2.47885991903e-07 4.87817546559e-06 0.0 1.34374874494e-07 1.5194228e-06 0.0 
11.125 2.3537878502e-07 5.11963684211e-06 0.0 1.40102189069e-07 1.29358249514e-06 0.0 
11.375 1.80490918623e-07 4.4320182996e-06 0.0 1.65023038866e-07 1.45847670283e-06 0.0 
11.625 1.91856697976e-07 4.45550161943e-06 0.0 1.24996087449e-07 1.72789294939e-06 0.0 
11.875 1.83690597571e-07 4.58095967611e-06 0.0 1.34149554656e-07 1.3609628583e-06 0.0 
12.125 1.88056015385e-07 4.45791587045e-06 0.0 1.02957240486e-07 1.25616068057e-06 0.0 
12.375 1.90316582996e-07 4.29045817814e-06 0.0 1.053575417e-07 1.22802011619e-06 0.0 
12.625 1.46015039676e-07 3.78479202429e-06 0.0 1.20393792308e-07 1.33018725425e-06 0.0 
12.875 1.84651441296e-07 3.78226178138e-06 0.0 1.08233480567e-07 1.34868854413e-06 0.0 
13.125 1.53860979757e-07 3.43745263158e-06 0.0 1.01904098381e-07 1.16269741174e-06 0.0 
13.375 1.66637387854e-07 3.36144789474e-06 0.0 9.11452781377e-08 1.19725617247e-06 0.0 
13.625 1.42773438057e-07 3.26476955466e-06 0.0 6.9181405668e-08 1.27763456802e-06 0.0 
13.875 1.2651827004e-07 2.7403917004e-06 0.0 7.3883040081e-08 1.04057810891e-06 0.0 
14.125 1.26420167206e-07 2.71277902834e-06 0.0 8.95553919028e-08 9.11125495951e-07 0.0 
14.375 1.0318127166e-07 2.54635355466e-06 0.0 8.09461809717e-08 1.01134332915e-06 0.0 
14.625 1.1170327085e-07 2.4687544251e-06 0.0 7.14122024291e-08 8.9623709919e-07 0.0 
14.875 1.04041161134e-07 2.1216519919e-06 0.0 6.35457935223e-08 7.8481200081e-07 0.0 
15.125 1.05838163563e-07 2.07188837247e-06 0.0 6.04176473684e-08 9.4424082915e-07 0.0 
15.375 1.17475963563e-07 2.00325531579e-06 0.0 6.39383149798e-08 8.89758592713e-07 0.0 
15.625 8.08359712551e-08 1.93675638462e-06 0.0 7.76587101215e-08 7.41663523482e-07 0.0 
15.875 8.81283259109e-08 1.83585352227e-06 0.0 7.9656865587e-08 7.63448451417e-07 0.0 
16.125 8.04288157895e-08 1.69754490283e-06 0.0 5.63845060729e-08 5.69691193927e-07 0.0 
16.375 8.3159242915e-08 1.65964401619e-06 0.0 6.74135198381e-08 6.16335872874e-07 0.0 
16.625 6.43228218623e-08 1.68314165182e-06 0.0 5.43390364372e-08 7.05509661538e-07 0.0 
16.875 5.5554854251e-08 1.53833923887e-06 0.0 4.2556659919e-08 6.04968480972e-07 0.0 
17.125 7.03263441296e-08 1.4291747247e-06 0.0 3.52016761134e-08 7.4836288583e-07 0.0 
17.375 6.86649473684e-08 1.51133061134e-06 0.0 5.48275910931e-08 6.52695612551e-07 0.0 
17.625 6.16794048583e-08 1.41043415789e-06 0.0 3.8940611336e-08 5.79683931174e-07 0.0 
17.875 5.90465101215e-08 1.44971260729e-06 0.0 5.11174251012e-08 6.43547012955e-07 0.0 
18.125 4.57625101215e-08 1.27017252227e-06 0.0 5.44916963563e-08 5.62289282996e-07 0.0 
18.375 4.97726558704e-08 1.2513391498e-06 0.0 3.237048583e-08 4.15642021862e-07 0.0 
18.625 5.73674412955e-08 1.05747368826e-06 0.0 5.13656558704e-08 4.69345193927e-07 0.0 
18.875 4.35661093117e-08 9.85853222672e-07 0.0 5.81489311741e-08 7.4576065668e-07 0.0 
19.125 3.94702672065e-08 1.45515919028e-06 0.0 3.88335060729e-08 5.04749591498e-07 0.0 
19.375 4.78507611336e-08 1.06932542105e-06 0.0 2.41959311741e-08 5.6504602834e-07 0.0 
19.625 4.01080526316e-08 9.80782125506e-07 0.0 3.87295951417e-08 4.51471510121e-07 0.0 
19.875 4.36711659919e-08 1.11425836842e-06 0.0 2.70997165992e-08 6.44684647773e-07 0.0 
20.125 3.53455384615e-08 9.48445878543e-07 0.0 3.54007206478e-08 3.05064518219e-07 0.0 
20.375 4.20408785425e-08 1.05693017004e-06 0.0 2.98032145749e-08 2.97987238866e-07 0.0 
20.625 2.80848097166e-08 9.61142554656e-07 0.0 3.93453117409e-08 4.13462121457e-07 0.0 
20.875 2.34536153846e-08 1.03795074089e-06 0.0 2.88183076923e-08 4.24587149798e-07 0.0 
21.125 3.53430364372e-08 9.27169506073e-07 0.0 3.25668987854e-08 4.30111688259e-07 0.0 
21.375 3.25811052632e-08 7.91396461538e-07 0.0 2.35405303644e-08 3.02899105263e-07 0.0 
21.625 4.24255465587e-08 9.22919834008e-07 0.0 2.17395101215e-08 5.41564360324e-07 0.0 
21.875 2.15926396761e-08 7.43722817814e-07 0.0 4.06284291498e-08 2.75895149798e-07 0.0 
22.125 2.42741376518e-08 6.73484643725e-07 0.0 1.99790161943e-08 4.7220597166e-07 0.0 
22.375 3.01129919028e-08 8.18976068826e-07 0.0 1.82012672065e-08 4.50966117409e-07 0.0 
22.625 1.68035020243e-08 8.63594352227e-07 0.0 1.36508987854e-08 2.88927935223e-07 0.0 
22.875 3.86710242915e-08 7.82230874494e-07 0.0 2.24284939271e-08 3.91423635628e-07 0.0 
